wineId	country	description
66864	Hungary	This is a dry version of a grape that is more frequently utilized in sweet Tokaj wines. Enticing aromas of tropical fruits and pineapple upside down cake give way to flavors of green apple and guava that persist into the creamy finish.
67298	Greece	Aromas of leather, cherry and plum lead this balanced red from Boutari. Ripe cherry, cedar and cinnamon flavors carry the palate, with soft tannins giving a sultry feel.
67308	Greece	Anise, red berries and warming spice tones lead the aromas and flavors of this wine, giving it a complex but overall fresh and easy character. The sturdy backbone is layered with bright red fruit and mineral notes. Pair with roasted meats and cheeses.
67312	Greece	This is a balanced, peppy Assyrtiko with sea salt freshness, crisp white and tropical fruit and a clean finish. A great go-to food wine, enjoy with summer fare of grilled octopus, oysters or chicken.
67407	Greece	This wine showcases the native Greek variety Robola beautifully, with its crisp, clean citrus aromas and flavors and minerally/sea salt spin. The wine has a fresh quality but offers layers of lemon and orange. The finish is like a spray of the sea on the palate. Pair with seafood and light salads.
67559	Greece	Vanilla, spice and citrus aromas start this dependable Greek Chardonnay. Spicy citrus, vanilla, fresh white fruit and flowers on the palate are balanced and easy to love. Pair with richer seafood or salads.
67572	Greece	An alluring nose of deep pear and peach lead this exciting variety from Axia. On the palate, the curvy, creamy waves of peach and citrus are followed by a clean finish. A tasty white that will pair well with fish, chicken salad.
67862	Greece	Mocha, raspberry, sour cherry and spice are the focus of this plucky red from Skouras. The wine has focus and a masculine edge, and should pair well with dried meats, spicy pasta sauces and salty cheeses.
67891	Greece	A softer style of Xinomavro, with savory spice and cherry/strawberry fruit aromas. On the palate, an integrated blend of elegant berries and spice offer smooth, everyday sipping with dimension. Structed and ageable, the wine is a versatile food pairing choice—think pasta dishes, pizza and chicken.
67906	Greece	A full-bodied rosé reflective of the cherry and berry Agiorgitiko character. The nose offers a fresh, fragrant but earthy strawberry, rhubarb and floral element, and flavors of lush cherry mingle with a clean acidity, giving the wine dimension with a light touch.
68060	Hungary	A blend of 65% Furmint, 25% Hárslevelu and 10% Kabar, this Hungarian white has aromas of white peach and fresh apricot juice. There are flavors of yellow peach, green apple and crisp clean minerality in the mouth.
69171	Croatia	Purplish garnet in color, it has aromas of black fruits and just a whiff of menthol. It is refreshing and fruit forward on the palate with a hint of eucalyptus in the finish.
69420	Greece	The Notios blend offers aromas and flavors of pert lemon, sea salt and spice, with an attractive acid balance. Focused and fresh but with some complexity, it's a god expression of Greek terroir and style.
69559	Greece	Black cherry, vanilla and plum aromas and flavors on this affordable Agiorgitiko are plucky and fresh, but the tannins are overall quite supple. The wine is not terribly complex but a good cohort to burgers and grilled meats.
70169	Croatia	Dried tobacco leaf, fresh red cherry and a touch of saddle leather adds interest to the fruity flavors of Babic. Medium bodied, with an exciting astringent finish.
70175	Croatia	This red blend of 34% Babic, 33% Plavina and 33% Lasin has delightful aromas of tart cherry pie fresh out of the oven. There's lots of bright fruit and fresh acidity in the finish.
70494	Hungary	Bartlett pear and freshly squeezed lime juice carry the nose, while flavors of green apple, pear and lime rind drive the crisp, elegant palate. The finish shows nuance, with a slightly astringent mouthfeel.
70504	Slovenia	This orange-style wine is dark straw in color and has jasmine and vanilla tones on the nose, while flavors of canned apricots and fresh peaches drive the palate. There's a soft and sensuous finish, due to the 18 month barrels aging.
70505	Slovenia	A mix of bright red cherry, blueberry, thyme, and rosemary bring nuance to the nose. It's full bodied on the palate, with flavors of black cherry and black plum. A touch of salty minerality brings flair to the finish.
70951	Croatia	Grown in the mineral rich red soils of Istria, it has enticing aromas of fresh black raspberry, black cherry and black plum. Rich and full-bodied in the mouth, flavors recall fresh plums and ripe cranberries.
71138	Croatia	Savory apple and lemon notes are bright and brisk on this pleasant Croatian white wine. Hints of sweet corn and vanilla custard add richness to a delicately structured palate, along with a crisp lime acidity that adds zip to the finish.
71206	Greece	This is a delicious example of what Agiorgitiko should be—complex but delicate, fresh but full of flavor. The nose starts with vibrant cassis, cherry and plum aromas, followed by flavors of blackcurrant, pepper, cherry and cinnamon that are rounded and layered. The wine ends with a lively mineral spin.
71529	Greece	Floral and flirty aromas of rose and melon lead this rounded and rich white with a peppery finish. Great with fresh fish, poultry, and a good everyday patio pour.
71813	Slovenia	Ravan is the local Slovenian name for the Friulano grape. This tasty wine is medium gold to dark straw in color with aromas of honeysuckle, passion fruit and freshly baked apple pie. The finish is pleasantly astringent with lingering flavors of hazelnut. It's perfect to pair with game birds such as duck or quail.
71815	Croatia	Aromas include black cherry, cranberry, pomegranate, bramble and a light touch of eucalyptus. It's fruit forward and juicy on the lips yet pleasantly restrained in the midpalate. It would be an enjoyable wine at a barbecue.
71952	Greece	Lemon, orange and tangerine aromas are followed by pert waves of lemon, spice and mineral in this elegant Chardonnay. The wine has seen oak but is still quite fresh in style; pair with ceviche or oysters.
71953	Greece	Notes of sea salt, perky citrus and a wave of ripe tropical fruit?combine to form an elegant white with a food-pairing advantage. On the palate, there is good body and a round fruit character that is nicely cut with a fresh finish. Pair with chicken, salmon and fruit.
71954	Greece	Deep black cassis fruit, cedar and cigarbox aromas are followed by flavors of thick kirsch, anise and raspberry. Very fruity and lush, this red has an opulent character and would be tasty over ice cream.
71962	Greece	Red cherry, leather and spice aromas start this lively, spicy red from Skouras. On the palate, more rustic leather and sour cherry flavors mingle with mocha and a mineral-accented finish. This is a pert, plucky wine with soul.
71981	Slovenia	This wine has aromas of freshly mowed grass, peaches and white flowers. It is slightly sweet with flavors of canned peach, white peach juice and apricot nectar.
72302	Hungary	This Szamorodni, or late-harvest wine, is amber in color with aromas of caramel and dried raisins. In the mouth, there are rich flavors of dried fruits, stewed plums and wine-soaked raisins that combine on your tongue before a juicy yet persistent finish.
72340	Greece	Violet, crushed herb and mint aromas start this Agiorgitiko. On the palate, coca, vanilla, red berry and a savory spin give it depth. Fresh and friendly but substantive, this wine can age.
72343	Greece	Lemon preserve and melon aromas are followed by peach and tropical fruit flavors, all balanced with telltale Greek acidity. Balanced and well made, and a good pairing with fruit, salads and seafood.
72353	Greece	This wine has a savory overall character, with clove, cinnamon and plum on the nose and espresso, red fruit and leather on the palate. A balanced spin of minerals gives it lift. Pair with roast lamb or poultry. A great deal and a good wine.
72354	Greece	Candied lemon and lush tropical fruits start this Assyrtiko, Athiri blend from an established producer in northern Greece. Fresh, fun and slightly sweet on the palate, the wine has a softer, more feminine touch than many Greek whites. Great with lighter fare like salads and grilled seafood.
72355	Greece	A nose of fresh-cut flowers, tropical fruit and melon leads this barrel-fermented white blend . On the palate, the wine has a lovely floral character but lacks some of the minerality that gives Greek whites their lively touch. Pair with fish or cheeses.
72388	Slovenia	Soft straw to the eye with pleasing aromas of vanilla and caramel with soft citrus undertones, this wine offers flavors of white peach and green fig. It is somewhat full in the mouth, with a hint of tart nectarine on the finish.
72781	Hungary	Aromatic of honeysuckle, fresh orange peel and rye, this dry Tokaj has all the waxy, honeyed characteristics of its sweet counterparts. This is brisk, with intense, lemony acidity and rippling minerality.
73084	Greece	A fresh and fruity nose of lemon, white flowers and peach give this Assytriko a more feminine edge. On the palate, it's smooth but spicy, with lemon blossom and brine dancing on the palate. Good and easy to drink.
73086	Greece	Cherry, spicebox, pepper and some vegetal aromas are followed by flavors of blueberry, toast and cherry. This is an approachable Greek red with bright fruit and good acidity. A spicy finish adds to the appeal. Pair with game and pork.
73221	Slovenia	An easy-drinking wine, it has pronounced aromas and flavors of cherry vanilla soda, blackberry preserves and just a touch of menthol.
73370	Greece	Violet, cigar box and smoke mark the nose of this distinctive Xinomavro. On the plate, spice, sweet cedar and clove give it a rustic but refined feel. Pair with aged cheeses or meat dishes for extra appeal.
73394	Greece	This fumé starts with aromas of peach, vanilla and spice, followed by an elegant balance of citrus fruit, toasted vanilla and lemon zest. Fresh but with added body, this SB will pair well with oilier, bolder flavored fish, cheese, cream dishes.
73401	Greece	This exotic white starts with aromas of white flowers, lemon and mint, followed by fuller-bodied flavors of peach, apricot and flowers. Balanced with a viscous mouthfeel. The wine is well-suited for robust dishes—think lobster—but also adds depth to simple grilled fish.
73404	Greece	Dried herbs, spicebox and cherry on the nose show this red means business. Masculine flavors of cigarbox, black fruit and vanilla give it a serious edge. The wine's character is rich, but a dry acidity keeps it focused. Pair with red meat, hearty fish.
73535	Greece	This red dessert wine offers cedar, cocoa and hazelnut on the nose, followed by expressive flavors of bitter orange and dark chocolate on the palate. Cedar and citrus add to the complexity. Overall, quite delicious and exotic.
73539	Greece	This is an Agiorgitiko that starts with aromas of clove, vanilla, cinnamon and mint. On the palate, appealing, deep flavors of tobacco, savory spice, smoked meat and cherry are balanced by an elegant acidity. This is a wine that can age but today, it's drinking well. Pair with lamb, pork.
73560	Greece	Vibrant and fresh citrus aromas lead on this white blend from Greece. Lemon zest, orange marmalade and spice flavors on the palate are simple but good. Pair with grilled sardines, mussels, or a fresh salad.
73575	Greece	This Cabernet-Agiorgitiko blend has a big personality, starting with aromas of chocolate-covered cherry, rich black fruit and pepper. Red and black fruit, spice and a touch of flowers on the palate are buoyed by a fresh acidity and chalkiness on the palate. A touch spicy and fiery, but a fun wine with character.
73768	Hungary	This wine is a blend of international and indigenous Hungarian varieties, made from 60% Furmint, 17% Hárslevelu, 11% Chardonnay, 9% Sauvignon Blanc and 3% Muscat. A bouquet of creamsicle and lychee set the stage for flavors of tropical fruits and orange zest. It is sinewy on the palate, with a surprisingly velvety finish.
73776	Slovenia	Dark straw in the glass, this wine has a bouquet of apricot, canned peaches, and tropical fruit. Dry on the palate, it offers flavors of peach juice and apricot nectar that linger into the Mediteranean herb-laden finish.
73779	Slovenia	Dark cherry to garnet in color, it offers notes of blackberry, pomegranate and black cherry in its bouquet. A strong acidic backbone and persistent cranberry flavor at the finish make this a wine that calls out for food.
74052	Greece	A beautiful nose of melon, pear and flowers starts this exemplary single vineyard Malagousia from the producer who helped put it on the modern map. Rich and juicy melon and pear ion the palate interplays with a snap of acidity, giving this wine complexity and a food-friendly boost.
74107	Greece	Hazelnut, butterscotch praline and vanilla aromas are followed by a mellow interplay of nut, honey, candied ginger and cinnamon. Not overly complex, but certainly appealing.
74158	Croatia	This wine is rich garnet colored, with flavors of pomegranate, dark plum and cranberry that excite the palate. Fruit forward, well-structured and thoroughly enjoyable.
74286	Hungary	Shades of crushed stone and granite add a penetrating minerality to the ripe, rich raspberry and cherry flavors of this nervy wine. A hint of dried herb and velvety tannins round out the finish that's long and lingering.
74288	Slovenia	A noble tribute to his Bordeaux training, winemaker Jean Michel Morel's namesake blend is beautifully concentrated with rich, sweet black fruit, with hints of violet, savory mushroom, cured meat and clay. A textured and powerful wine with vibrant acidity, it finishes long, with a swathe of velvety tannins.
74450	Greece	White flowers and peach start this slightly simple but good white from Greece. On the palate, lemon and orange flavors join with a honeyed spice. The overall character is balanced and friendly.
74500	Hungary	This Hungarian red blend has smoke, charcuterie and black raspberry aromas. Black plum, smoked meat and black raspberry flavors mark the palate, which finishes in a surprising burst of tart cherry.
74510	Hungary	Straw colored in the glass, this dry Muscat has pineapple, dried rosemary, peach and apple blossom aromas. White peach and apricot flavors mark the palate and lead to a crisp finish.
74791	Croatia	This Croatian Pinot Gris is easy and likable, with its citric, spicy nose and simple, balanced flavors of spice, citrus and steely minerality. Fresh and fun, the wine will pair well with salads, seafood and spicy Asian cuisine.
74980	Slovenia	Intense aromas of freshly picked mint and dried herb drive the bouquet. On the palate there are flavors of black currant, black plum and tobacco leaf. The finish is long with a pleasant level of acidity.
75273	Greece	Savory, smoked meat and clove aromas give this lively Agiorgitiko soul. Flavors of leather, smoke, spice and red berry are balanced and clean. A masculine pour that will pair well with dried meats, steak and burgers.
75402	Greece	This sultry dessert wine offers dried fid, orange rind and spice on the nose, and on the palate, lemon, spice, dried dates and fig. A masculine profile that pairs well with cheeses, nuts, and fruit.
75419	Greece	The lush nose of Viognier—fresh flowers, honey and spice—leads here. On the palate, the wine has an opulent, floral character—broad and inviting. Not terribly complex, but pretty and appealing. The viscous mouthfeel means it will handle richer dishes well—think lobster, cream dishes.
75607	Hungary	This clean, dry white begins with aromas of spicy lemon and orange, leading in to flavors of lemon, orange rind and pepper. Light and mild, it's a simple but versatile food wine. Think grilled seafood, elegant cheeses.
75712	Hungary	From a vineyard in Northern Tokaj this dry Furmint has aromas of citrus pith and freshly cut pineapple. In the mouth, there are delightful flavors of grapefruit juice and white peach before the pleasantly acidic finish.
75774	Hungary	Delicate in scent, this has aromas of bright cherry and violet. This semisweet Blaufränkisch bursts on the palate with fresh red-cherry and strawberry flavors. Juicy and cheerful, it finishes with a hint of caramelized sugar.
75969	Greece	This fumé wine has warming aromas of vanilla, almond and allspice and aromatic flowers. On the palate, it's full-bodied bit soft, with flavors of wood, clove and a touch of sweet flowers. The finish is lingering and distinctive. An intriguing wine with a serious edge.
76303	Hungary	This Tokaji has heady aromas of gardenia, white flowers, freesia, honey and dried apricots. It is full bodied in the mouth, with flavors of caramelized pineapple, apricot nectar and lemon curd.
76542	Greece	Lush tropical fruit and fragrant white flowers lead this balanced, pretty white from Skouras. On the palate, lemon, pear and peach are buoyed by a great acidic spin. The briny sea salt finish adds a delicious touch. Pair with grilled octopus, fish.
76975	Hungary	This wine is straw in color, with delightful notes of lemon curds and apricot blossoms. On the palate, freshly picked apricot and Anjou pear provide the core to a slightly spiced backdrop, finishing crisp and clean. Pair this wine with your favorite spicy Asian dish.
77271	Greece	Cigarbox, mint, balsamic and leather lead this traditionally minded Agiorgitiko from Boutari. On the palate, plum, spice and tobacco prevail.
77297	Greece	Elegant mineral, citrus and spice aromas lead into complex layers of sea salt and lemon flavors. Overall this is balanced, but with a bracing edge that's refreshing and refined.
77302	Greece	Ripe white fruits, Turkish delight and spice lead this complex, aromatic Chardonnay. Balanced on the palate, with layers of peach, citrus and tropical fruit, this is buoyed by fresh acidity. Suitable for fuller-bodied meals, it's also delicious on its own.
77354	Greece	On the nose, this exotic white offers banana, lemon and vanilla aromas. On the palate, it has a lush pineapple and banana character edged by vanilla toast. Pretty and approachable, this is a very good go-to white for varied wine lovers.
77381	Greece	Full-bodied red fruits typify this deep magenta rosé from Thema. The palate offers ripe flavors with a spicy finish. Good with fuller-bodied fish or poultry dishes.
77704	Hungary	An elegant nose of pepper and deeper berry/mocha aromas gives the nose of this wine a more mysterious character than the typical Cab Franc, adding to its appeal. On the palate, it's a medium-bodied, slightly spicy red with a touch of bitter tobacco on the finish. Friendly and flavorful.
77710	Hungary	The black pepper and anise qualities lead the way, offering a combination of brood and kick that's unique. The wine tends toward a tartness but a dry finish gives it a food-friendly advantage. Not terribly impressive but good overall.
77716	Hungary	The nose on this red blend from Hungary is so inviting with its balanced wave of warming spices, red berry and pepper. But on the palate, there's a note of hard cherry candy sweetness and tartness and a lack of overall dimension that keeps a good wine from being great.
77733	Croatia	A kaleidescope of scents and flavors, Korta Katarina's premiere bottling is a fascinating study of Plavac Mali at its best. Sweet on the nose and palate with hints of dark chocolate, café au lait, dried herbs and preserved fruit, it's a richly textured wine with a beautifully feminine profile. Big, bold tannins on the finish smooth out considerably with aeration.
77753	Greece	Fresh cherry and spice aromas start this cheerful Agiorgitko. Easy red fruit, vanilla and spice are in balance, with medium tannins. A good everyday choice for red meat, pork or robust cheese.
78178	Greece	Lemon, orange rind and spice lead on the nose of this crisp and poised white blend. The wine offer brisk lemon peel and bright fruit flavors on the palate, tied up with a clean acid finish. This would be delicious with grilled fish or roasted poultry, as well as salty cheeses.
78179	Greece	Brisk and bright aromas of grapefruit and lemon start this assertive and distinctive Assyrtiko. On the palate, mineral and crisp flavors are balanced by a savory spin on the backpalate. Balanced and multilayered, the wine will pair with spicy and delicate foods alike.
78448	Hungary	The Solus Merlot is unabashedly ambitious, with upfront vanilla from toasty new oak, a high level of extraction and a dense, black core of ripe fruit. It's full bodied, with steely tannins and a long finish of fig and char. Try with a pan-seared steak.
78634	Greece	An opulent nose of oranges, ripe lemons and flowers leads this elegant white. The mouthfeel is complex with layers of citrus, tropical fruit and a spin of saline to tie it together.
78635	Greece	Cinnamon and cedar aromas give this wine a “lounge by the hearth” vibe, and on the palate, flavors of dried herb, tomato and pepper add to the masculine edge. The wine has a rich character overall but is approachable.
78642	Greece	Bright cherry and raisins on the nose are followed by red berry fruit and prunes on the palate here. The wine has a savory and sweet cigar box-spice character overall. Good structure and minerality give it focus.
78656	Greece	Rose petals and citrus on the nose give way to an elegant spin of honey, citrus and melon on the palate. A gentle white wine with a soft touch.
78671	Hungary	Aromas of butterscotch, apricot preserves and vanilla caramel lead to flavors of quince preserves and apricot tart. Round in the mouth, it shows excellent structure and delights with refreshing acidity on the finish.
79138	Hungary	An elegant nose of pepper and deeper berry/mocha aromas gives the nose of this wine a more mysterious character than the typical Cab Franc, adding to its appeal. On the palate, it's a medium-bodied, slightly spicy red with a touch of bitter tobacco on the finish. Friendly and flavorful.
79626	Greece	Black cherry, cigarbox, pepper and mocha give this vclvety red class. Sultry, integrated and unfolding, the wine offers additional warming spice, cinnamon and chocolate on the palate. Mellow black fruits and a delicious cinnamon finish seal the deal.
79627	Greece	The nose of this iconic red from Tsantali exhibits black currant, violet and pepper aromas, followed by cheerful but elegant flavors of red and black berries, spice and a lively acidity. Food-friendly with lots of character, the wine will pair well with red meat, heartier fare.
79964	Greece	Soft aromas of vanilla, melon and peach give this wine a pretty, subdued air. Appealing to fans of lighter whites, the wine still has a floral, filled out character that will pair well with spicy ethnic cuisine and sweeter fish dishes.
80562	Slovenia	This sparkling Riesling smells of canned yellow peaches and apricots. It is effervescent on entry with flavors of white peach nectar and white flowers. There is a slight sweetness in the finish.
80857	Hungary	This late harvest sweet wine has caramelized pineapple, beeswax and apricot aromas that carry over effortlessly to the palate. It's soft and silky in texture, with a delicately sweet finish.
81260	Greece	This versatile red offers cola, cocoa and coffee aromas and earthy, balanced flavors of plum, dried cherry, cocoa and spice. Approachable but true to the variety, this wine is still evolving and can age for years to come.
82849	Croatia	This has aromas of Bartlett pear and black Mission figs. In the mouth, there are flavors of pear, lemon and fresh picked apricots.
82946	Slovenia	Impeccably refreshing, this Ribolla Gialla is full of sweet, fresh apple and melon flavors. Chalky minerality and a shower of lemon-lime acidity add nerve and elegance.
82971	Hungary	A delicate honeycomb flavor fringes pleasant apple and white flower notes on this dry, refreshing Tokaji blend. Lemony acidity adds structure and length to the finish. This is good introduction to Tokaji for those who prefer a dry style.
83633	Slovenia	This brilliant straw colored Chardonnay has aromas of lemon blossoms and green apples. On the palate, it's smooth and clean with flavors of lemon curd and baked apple.
84100	Greece	Anise, blackberry, black pepper and savory spice aromas lead this ripe red from Pavlidis. The palate is laced with a vanilla note, and the red berry flavors are rich and easy to like. With its good spice and complex fruit, this should pair well with grilled meats and tomato pastas.
84103	Greece	Notes of lemon rind, mineral and a spin of warming spice start this cheerful, easy-drinking white blend from the Cyclades. This is what Greek whites are all about: fresh, lively fruit and a clean finish?that pairs great with seafood.
84110	Greece	Alluring aromas of exotic fruit and citrus are followed by equally lush flavors throughout: think pineapple, lemon curd and even banana. Intriguing and fun, but not overly complex.
84996	Croatia	Aeration is key to deciphering the layers of barnyard, leather, earth and tannin that dominate the attack of this brawny, bold wine. With time, a multitude of delicate red-fruit, flower and hay notes unfold, contributing a feminine flair that's elegantly appealing.
85114	Greece	This fun, fresh Xinomavro from Greece maintains poise between easygoing red fruit and a more serious, spicy backbone. Red cherry, strawberry, leather and pepper lead. A great everyday red with some exotic character.
85116	Croatia	The rose petal aromas on this heady, ruby-hued dessert Muškat Ruža, or Muscat Rosé wine, are so pronounced, it's almost overwhelming, but  provide a rare and intriguing experience nonetheless. Semisweet in style, the wine is rich and full bodied, dripping with rose petal jam, black cherry pie filling and a musky, dusty rose perfume that trails from start to finish.
85121	Greece	This modern white starts with aromas of peach, lemon zest and tropical fruit, with a rich and rounded fruit palate. Crisp acidity finishes the wine cleanly. A versatile wine with wide appeal.
85129	Greece	The nose on this layered Merlot offers dark cherry, cocoa and spice aromas. Cedar, cigarbox, cherry and chocolate on the palate are balanced with a clean, chalky mouthfeel. The wine can age but has appeal now, and a serious focus.
85413	Hungary	This unique and delicious dessert wine from Hungary offers apricot and honey on the nose and palate, as well as an earthier element of tobacco and mocha. It's dense but delicate, too, with a weight and complexity that unfolds in the mouth.
85426	Hungary	Elegant flavors of apricot and honey are light and delicate, with a lively acidity keeping the wine dancing on the palate. Though the wine shows intense depth of flavors, it's never heavy and has a clean, poised finish. From start to finish, the wine is balanced and refined, with a character that speaks of its unique terroir.
85641	Greece	Blackberry, cocoa, pepper and a touch of herbs on the nose give this hearty red some muscle. The flavors of cocoa powder, slate, spicebox and cherry are clean and easy-drinking. Food-friendly, the wine will benefit from decanting and could use some time in the cellar.
85672	Hungary	Aromas of pineapple, white peach and lemon blossom invite you in for a mouthful of peach and green-apple flavors. There's nice weight on the palate and pleasant minerality before the crisp finish.
85846	Hungary	Just one whiff of this wine reveals an intoxicating perfume of wildflower honey marked with zesty, fresh orange peel. An intensely concentrated honey elixir, it ripples persistently on the palate with a brilliant spray of Meyer lemon juice and a rich, vanilla cream note.
86103	Greece	The spicy, warm nose on this mellow red is an apt start to a really good wine. Flavors of clove, cinnamon and spice mingle with red berry and a slight tingle on the tongue and finish. An intriguing sip that will pair well with dishes of like warming spice: think Moroccan, Turkish.
86308	Croatia	Pleasant whiffs of eucalyptus help to lift aromas of bright cherry, red plum and red raspberry. Zesty acidity on the tongue leads to a fruit-packed finish.
86313	Croatia	Forest floor, mushroom and dried red cherry lead the bouquet, with a lift of eucalyptus in the background. Fresh cherry and raspberry flavors unfold on the palate, with bright acidity in the finale.
86421	Hungary	Scents of honey and citrus rind on this golden Tokaji are marked by lifted apple and pear notes. Sweet tropical fruit and vanilla notes are pleasant, but there's a slightly tinned, apple juice concentrate flavor that persists on the palate.
86757	Greece	This blend starts with panache, offering aromas of vanilla cream, lemon, banana and crushed herbs. On the palate, it balances brisk acidity with alluring citrus and melon fruit flavors. The wine has a spicy spin that gives it extra spunk.
86760	Greece	With its sea salt, lemon peel and fresh-fruit aromas, this wine offers focus and finesse from the beginning. On the palate, bright lemon and lime peel flavors and a pronounced mineral edge are beautifully integrated. This is a terroir-driven white that's made for fresh fish and vegetarian dishes.
86999	Slovenia	This red blend is comprised of 80% Merlot, 10% Cabernet Sauvignon and 10% Cabernet Franc. It has aromas of perfumed violet talc and red raspberry. Flavors of cherry vanilla and tart pomegranate partner with fine tannins, finishing with a nice splash of fruit acidity.
87020	Hungary	This straw-colored dry Furmint has lemon zest, green apple and tropical mango aromas. Its apple, pear and peach flavors are inflected with a nice level of minerality. The finish is soft yet zesty.
87060	Greece	Crushed thyme, pine resin and lemon start this traditional retsina from Attica. On the palate, an interplay of herbs and citrus offer good balance, a soft finish and an easy entrée into a sometimes difficult style of Greek wine, The price is right too; try this with fried fish.
87585	Slovenia	This is a delightfully curious, multifaceted wine that's penetrating with flavors of dried fig, black tea, honey and smoke. A savory wet clay note is interspersed with a note of sweet spice, plus tea-leaf tannins that linger long on the finish.
87859	Hungary	A blend of 65% Furmint, 25% Hárslevelu and 10% Kabar, this Hungarian white has aromas of white peach and fresh apricot juice. There are flavors of yellow peach, green apple and crisp clean minerality in the mouth.
88115	Slovenia	Amber gold in the glass, this Ribolla Gialla has aromas of wet river rocks, vanilla bean and honeycomb. It has a luscious mouthfeel with pronounced minerality and flavors of apricot, apple and ripe pear.
88294	Greece	This Greek variety is used for retsina, or, as in this case, made into a single-variety wine. On the nose, peach, nuts and apple are followed by flavors of white peach and white fruits. Savatiano has less acidity and minerality than other Greek whites, so fans of a subtler style will enjoy this drinkable offering.
88313	Greece	Expressive aromas of candied pineapple, apricot, tropical fruit and citrus are followed by rounded floral and fruit flavors on the tongue. A nice spicy lift keeps the wine aloft. Pair with salted nuts, cheeses.
88485	Hungary	This dry Furmint has aromas of lemon curd, vanilla, fresh apricot and canned peaches and flavors of apples, peach and apricot preserves. It has a crisp clean finish.
88520	Greece	Leather, spice, vanilla and tobacco aromas and flavors dominate in this beefy red. Ageable tannins and a dry finish add to the strength. Pair with beef or lamb.
88535	Greece	Fresh lemon and lime and a spray of minerals and sea salt gives this wine a slightly lean, austere character. Clean and bright and not overly complicated, it will pair well with shellfish and grilled seafood.
88949	Hungary	This late harvest wine reminds one of lemon grass, cut grass and honeysuckle. It is sweet with a good acid balance along with flavors of lemon meringue pie and lemon curd.
89025	Hungary	Elegant and balanced, this straw-colored dry Furmint has lemon curd, peach and apricot aromas, lemon zest and flaky pastry flavors and a creamy finish.
89066	Greece	Zippy, fresh aromas of citrus and white fruit lead the nose. Ripe fruit balanced by good acidity and a lingering, luscious finish make this an exemplary Greek pour. Pair with poultry, grilled seafood or enjoy as an apéritif.
89074	Greece	Vanilla, black cherry and cinnamon on the nose lead the aromas of this exotic red. On the palate, a good red fruit and spice balance offers layers of cherry, plum and cedar. Likeable and a good introduction to Xinomavro.
89683	Hungary	This 100% Furmint offers scents reminiscent of yellow peach, vanilla and caramelized pineapple upside-down cake. In the mouth, there are bright flavors of green apple and gooseberry.
89954	Hungary	This Kekfrankos (known more commonly in Austria as Blaufränkisch) layers tart, crisp blackberry and briar flavors with earthy, rustic notes of wet soil, barnyard and hay. Savory in style and brisk on the palate, it would be a wonderful accompaniment to wild game or fowl.
90002	Greece	This Xinomavro offers red cherry, spice and black pepper aromas and layers of smoke, vanilla and plucky spice on the palate. Approachable and great for everyday drinking—think lamb gyros or short ribs.
90095	Slovenia	This is a blend of Malvasia, Ribolla and Welschriesling that balances flavors of fennel, smoked nut and black tea with delicate orange blossom and apple notes. Luscious, with a slightly waxy texture, it finishes on a sweet cream note.
90096	Slovenia	Hints of smoke and roasted nut add a savory tone to the zesty lemon and pear flavors on this structured Chardonnay. Lusciously textured, with a touch of lemon curd and zingy tangerine acidity, it's a powerful wine with a long finish.
90135	Hungary	This straw-colored wine has floral aromas of jasmine and honeysuckle and crisp flavors of lemon zest and grapefruit juice. The finish is lively and lingers.
90148	Hungary	Citrus blossom and lemon pith entice your nose while flavors of apple, pear and peach please your palate. There's a hint of ripe fruit sweetness on the finish.
90912	Hungary	An intoxicating bouquet of beeswax, honeysuckle, freesia and shea butter leads the way for flavors of peach nectar, apricot preserves, citrus zest and orange blossom. This wine is truly exquisite on the palate, marked by a delicate balance of ongoing sweetness and lively acidity.
91099	Greece	A soft nose of juicy berry, spicebox and a touch of flowers lead this elegant red. On the palate, tobacco, clove, red berries and spice flavors are balanced and ageable. This is still a dry style of red that goes well with spicy food.
91426	Greece	Agiorgitiko, famed in Nemea and popular for its soft, fragrant red berry character, is represented well in this balanced, flavorful wine. A nose of wooded spice, pepper and Mediterranean herbs is followed by waves of soft tannis, red fruit, spice and a touch of smoke. Pair with steak or a meat stew.
91432	Greece	A fine example of how integrated the Xinomavro grape can be. Earthy, Mediterranean nosings of eucalyptus, olive and clove lead into balanced, simply attractive flavors of spice and fruit that are robust but refined. A great choice for a spiced meat entree—think grilled lamb kebabs. Tannic but smooth.
91437	Greece	A blend of two ancient white varieties—Assyrtiko and Asproudi—this wine offers clean, crisp aromas and flavors with a soft, fragrant roundness. Deep aromas and an unfolding, slightly sweet balance of flavors gives the wine a more opulent edge than many of its Greek white counterparts. Feminine and elegant.
91999	Greece	A spicy, herbal nose and flavors of cherry and balsam recommend this softer red from Nemea. Balanced and elegant, the wine has heft but a delicate touch. Good overall flavors and acidity—pair with lighter meat fare.
92014	Greece	The edgy, tannic thrust of Xinomavro can prove too spiky for some, but this wine has it handled. Aromas of olives and allspice lead into mild but spicy herbal and tannic notes on the palate. The earthy, slightly tart character gives the wine an indigenous, intriguing feel. Let it age or pair it with equally robust meat dishes. Imported by Amerikus Importers Corp.
